,name,field_type,field_name,description,dataset-id,dataset_link,portal
21891,COMPARABLE RENTAL – 1 – Address,point,comparable_rental_1_address,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21892,COMPARABLE RENTAL – 1 – Address (address),text,comparable_rental_1_address_address,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21893,COMPARABLE RENTAL – 1 – Address (city),text,comparable_rental_1_address_city,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21894,COMPARABLE RENTAL – 1 – Address (state),text,comparable_rental_1_address_state,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21895,COMPARABLE RENTAL – 1 – Address (zip),text,comparable_rental_1_address_zip,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21896,COMPARABLE RENTAL – 1 – Neighborhood,text,comparable_rental_1_neighborhood,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21897,COMPARABLE RENTAL – 1 – Building Classification,text,comparable_rental_1_building_classification,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21898,COMPARABLE RENTAL – 1 – Total Units,number,comparable_rental_1_total_units,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21899,COMPARABLE RENTAL – 1 – Year Built,number,comparable_rental_1_year_built,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21900,COMPARABLE RENTAL – 1 – Gross SqFt,number,comparable_rental_1_gross_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21901,COMPARABLE RENTAL – 1 – Estimated Gross Income,number,comparable_rental_1_estimated_gross_income,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21902,COMPARABLE RENTAL – 1 – Gross Income per SqFt,number,comparable_rental_1_gross_income_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21903,COMPARABLE RENTAL – 1 – Estimated Expense,number,comparable_rental_1_estimated_expense,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21904,COMPARABLE RENTAL – 1 – Expense per SqFt,number,comparable_rental_1_expense_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21905,COMPARABLE RENTAL – 1 – Net Operating Income,number,comparable_rental_1_net_operating_income,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21906,COMPARABLE RENTAL – 1 – Full Market Value,number,comparable_rental_1_full_market_value,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21907,COMPARABLE RENTAL – 1 – Market Value per SqFt,number,comparable_rental_1_market_value_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21908,COMPARABLE RENTAL – 1 – Distance from Coop in miles,number,comparable_rental_1_distance_from_coop_in_miles,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21909,COMPARABLE RENTAL – 2 – Boro-Block-Lot,text,comparable_rental_2_boro_block_lot,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21910,COMPARABLE RENTAL – 2 – Address,point,comparable_rental_2_address,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21911,COMPARABLE RENTAL – 2 – Address (address),text,comparable_rental_2_address_address,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21912,COMPARABLE RENTAL – 2 – Address (city),text,comparable_rental_2_address_city,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21913,COMPARABLE RENTAL – 2 – Address (state),text,comparable_rental_2_address_state,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21914,COMPARABLE RENTAL – 2 – Address (zip),text,comparable_rental_2_address_zip,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21915,COMPARABLE RENTAL – 2 – Neighborhood,text,comparable_rental_2_neighborhood,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21916,COMPARABLE RENTAL – 2 – Building Classification,text,comparable_rental_2_building_classification,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21917,COMPARABLE RENTAL – 2 – Total Units,number,comparable_rental_2_total_units,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21918,COMPARABLE RENTAL – 2 – Year Built,number,comparable_rental_2_year_built,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21919,COMPARABLE RENTAL – 2 – Gross SqFt,number,comparable_rental_2_gross_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21920,COMPARABLE RENTAL – 2 – Estimated Gross Income,number,comparable_rental_2_estimated_gross_income,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21921,COMPARABLE RENTAL – 2 – Gross Income per SqFt,number,comparable_rental_2_gross_income_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21922,COMPARABLE RENTAL – 2 – Estimated Expense,number,comparable_rental_2_estimated_expense,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21923,COMPARABLE RENTAL – 2 – Expense per SqFt,number,comparable_rental_2_expense_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21924,COMPARABLE RENTAL – 2 – Net Operating Income,number,comparable_rental_2_net_operating_income,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21925,COMPARABLE RENTAL – 2 – Full Market Value,number,comparable_rental_2_full_market_value,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21926,COMPARABLE RENTAL – 2 – Market Value per SqFt,number,comparable_rental_2_market_value_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21927,COMPARABLE RENTAL – 2 – Distance from Coop in miles,number,comparable_rental_2_distance_from_coop_in_miles,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21928,COMPARABLE RENTAL – 3 – Boro-Block-Lot,text,comparable_rental_3_boro_block_lot,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21929,COMPARABLE RENTAL – 3 – Address,text,comparable_rental_3_address,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21930,COMPARABLE RENTAL – 3 – Neighborhood,text,comparable_rental_3_neighborhood,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21931,COMPARABLE RENTAL – 3 – Building Classification,text,comparable_rental_3_building_classification,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21932,COMPARABLE RENTAL – 3 – Total Units,text,comparable_rental_3_total_units,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21933,COMPARABLE RENTAL – 3 – Year Built,text,comparable_rental_3_year_built,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21934,COMPARABLE RENTAL – 3 – Gross SqFt,text,comparable_rental_3_gross_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21935,COMPARABLE RENTAL – 3 – Estimated Gross Income,text,comparable_rental_3_estimated_gross_income,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21936,COMPARABLE RENTAL – 3 – Gross Income per SqFt,text,comparable_rental_3_gross_income_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21937,COMPARABLE RENTAL – 3 – Estimated Expense,text,comparable_rental_3_estimated_expense,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21938,COMPARABLE RENTAL – 3 – Expense per SqFt,text,comparable_rental_3_expense_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21939,COMPARABLE RENTAL – 3 – Net Operating Income,text,comparable_rental_3_net_operating_income,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21940,COMPARABLE RENTAL – 3 – Full Market Value,text,comparable_rental_3_full_market_value,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21941,COMPARABLE RENTAL – 3 – Market Value per SqFt,text,comparable_rental_3_market_value_per_sqft,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21942,COMPARABLE RENTAL – 3 – Distance from Coop in miles,text,comparable_rental_3_distance_from_coop_in_miles,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21944,BOROUGH,text,borough,This column sets forth the borough in which the claim arose,ex6k-ym48,https://data.cityofnewyork.us/d/ex6k-ym48,data.cityofnewyork
21948,DISPOSITION DATE,calendar_date,disposition_date,This column sets for the date on which the claim was resolved,ex6k-ym48,https://data.cityofnewyork.us/d/ex6k-ym48,data.cityofnewyork
21950,AGENCY,text,agency,This column sets for the agency alleged by the claimant to be responsible for the event(s) giving rise to the claim,ex6k-ym48,https://data.cityofnewyork.us/d/ex6k-ym48,data.cityofnewyork
21954,Sample Date,calendar_date,sample_date,,aa5e-digs,https://data.cityofnewyork.us/d/aa5e-digs,data.cityofnewyork
21964,Type,Text,type,"Type of Low Income Housing Tax Credit (LIHTC)
",sgvu-nui7,https://data.cityofnewyork.us/d/sgvu-nui7,data.cityofnewyork
21965,ProjectID,Text,projectid,"The unique ID that refers back to the Project ID column in the Project table (Foreign Key to the Project table)
",sgvu-nui7,https://data.cityofnewyork.us/d/sgvu-nui7,data.cityofnewyork
21967,School_Year,text,school_year,Indicates the school year the record refers to. The DOE school year starts in September every year. ,8wau-idzf,https://data.cityofnewyork.us/d/8wau-idzf,data.cityofnewyork
21968,OPT_Code,text,opt_code,"The unique ID for a location receiving any transportation service from OPT. An OPT Code represents an organization in a specific location; it is possible to have more than one OPT Code associated with the same location, but there are no instances of a single OPT Code being in multiple locations.  OPT Codes for EI sites always begin with an E. Pre-K sites can start with any letter but E (most commonly with a C or S)",8wau-idzf,https://data.cityofnewyork.us/d/8wau-idzf,data.cityofnewyork
21969,Site_Name,text,site_name,Name of the location associated with the OPT Code. The Site_Name is most commonly specific to a location. ,8wau-idzf,https://data.cityofnewyork.us/d/8wau-idzf,data.cityofnewyork
21970,School_Name,text,school_name,Alternate Name of the location associated with the OPT Code. A Pre-K school may operate programs at different sites.,8wau-idzf,https://data.cityofnewyork.us/d/8wau-idzf,data.cityofnewyork
21971,Vendor_Name,text,vendor_name,Company name of the bus vendor,8wau-idzf,https://data.cityofnewyork.us/d/8wau-idzf,data.cityofnewyork
21973,Branch,Text,branch,,wibz-uqui,https://data.cityofnewyork.us/d/wibz-uqui,data.cityofnewyork
21994,FY,number,fy,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
21997,STREET ADDRESS,text,street_address,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
21999,Postcode,number,postcode,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22000,BLOCK,number,block,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22001,LOT,number,lot,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22004,AMOUNT,number,amount,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22006,Latitude,number,latitude,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22007,Longitude,number,longitude,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22008,Community Board,number,community_board,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22009,Community Council ,number,community_council,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22010,Census Tract,number,census_tract,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22011,BIN,number,bin,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22012,BBL,number,bbl,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22013,NTA,text,nta,,97zg-4p9t,https://data.cityofnewyork.us/d/97zg-4p9t,data.cityofnewyork
22014,Location 1 (zip),Text,location_1_zip,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22015,PROGRAM,Text,program,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22016,Census Tract,Number,census_tract,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22017,Community Districts,Number,:@computed_region_f5dn_yrer,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22018,Police Precincts,Number,:@computed_region_sbqj_enih,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22019,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22020,City Council Districts,Number,:@computed_region_92fq_4b7q,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22021,Zip Codes,Number,:@computed_region_efsh_h5xi,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22022,PROGRAM TYPE,Text,program_type,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22023,BOROUGH / COMMUNITY,Text,borough_community,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22024,SITE NAME,Text,site_name,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22025,Community Board,Number,community_board,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22026,Longitude,Number,longitude,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22027,Council District,Number,community_council,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22028,Postcode,Number,postcode,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22029,Borough,Number,borough,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22030,Contact Number,Text,contact_number,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22031,Location 1 (city),Text,location_1_city,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22032,NTA,Text,nta,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22033,BBL,Number,bbl,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22034,BIN,Number,bin,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22035,Location 1,Point,location_1,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22036,Grade Level / Age Group ,Text,grade_level_age_group,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22037,AGENCY,Text,agency,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22038,Latitude,Number,latitude,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22039,Location 1 (state),Text,location_1_state,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22040,Location 1 (address),Text,location_1_address,,9f5k-vxxv,https://data.cityofnewyork.us/d/9f5k-vxxv,data.cityofnewyork
22041,Indicator Name,Text,indicator_name,,i8ua-bnkj,https://data.cityofnewyork.us/d/i8ua-bnkj,data.cityofnewyork
22042,Month,Text,month,,i8ua-bnkj,https://data.cityofnewyork.us/d/i8ua-bnkj,data.cityofnewyork
22044,AVERAGE CLASS SIZE,Number,average_class_size,,nwrb-z58j,https://data.cityofnewyork.us/d/nwrb-z58j,data.cityofnewyork
22046,CORE COURSE(High Schools only),Text,core_course_high_schools_only_,,nwrb-z58j,https://data.cityofnewyork.us/d/nwrb-z58j,data.cityofnewyork
22047,GRADE OR SERVICE CATEGORY##,Text,grade_or_service_category_,,nwrb-z58j,https://data.cityofnewyork.us/d/nwrb-z58j,data.cityofnewyork
22048,PROGRAM,Text,program,,nwrb-z58j,https://data.cityofnewyork.us/d/nwrb-z58j,data.cityofnewyork
22051,tract,Number,census_tract,"The census tract for the site location.
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22052,nta,Text,nta,"The Neighborhood Tabulation Area for the site location.

",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22053,longitude,Number,longitude,"X coordinate of location expressed in decimal degrees in WGS84 datum.
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22054,bbl,Text,bbl,"The borough-block-lot where the site is located.
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22055,bin,Text,bin,"The building identification number for the location.
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22056,cd,Number,community_board,"The community district for the location.
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22057,council,Number,council_district,"The city council district for the location.
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22058,latitude,Number,latitude,"Y coordinate of location expressed in decimal degrees in WGS84 datum.
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22059,name,Text,name,"The name of the location
",29km-avyc,https://data.cityofnewyork.us/d/29km-avyc,data.cityofnewyork
22060,Agency,text,agency,,sjdi-a6us,https://data.cityofnewyork.us/d/sjdi-a6us,data.cityofnewyork
22061,Dataset Title,text,dataset_title,,sjdi-a6us,https://data.cityofnewyork.us/d/sjdi-a6us,data.cityofnewyork
22062,Dataset Description,text,dataset_description,,sjdi-a6us,https://data.cityofnewyork.us/d/sjdi-a6us,data.cityofnewyork
22066,BBL,Number,bbl,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22067,Location 1 (state),Text,location_1_state,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22068,Location 1 (address),Text,location_1_address,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22069,Location 1 (zip),Text,location_1_zip,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22070,City Council Districts,Number,:@computed_region_92fq_4b7q,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22071,Police Precincts,Number,:@computed_region_sbqj_enih,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22072,Zip Codes,Number,:@computed_region_efsh_h5xi,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22073,Grade Level / Age Group ,Text,grade_level_age_group,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22074,BOROUGH,Text,borough_community,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22075,Community Districts,Number,:@computed_region_f5dn_yrer,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22076,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22077,NTA,Text,nta,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22078,PROGRAM TYPE,Text,program_type,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22079,PROGRAM,Text,program,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22080,SITE NAME,Text,site_name,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
22081,AGENCY,Text,agency,,6rg9-pfbz,https://data.cityofnewyork.us/d/6rg9-pfbz,data.cityofnewyork
