,column_name,columns_datatype,columns_field_name,dataset,department
14520,%Hispanic,Number,hispanic_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14521,ELA %Level 2,Number,ela_level_2_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14522,%ELL Urdu,Text,ell_urdu_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14523,MATH %Level 2,Number,math_level_2_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14524,ELA #L3+L4,Number,ela_l3_l4_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14525,MATH #Level 1,Number,math_level_1_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14526,MATH #L3+L4,Number,math_l3_l4_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14527,#ELL Other,Number,ell_other_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14528,MATH #Level 4,Number,math_level_4_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14529,%Male,Number,male_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14530,#Grade 7,Number,grade_7,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14531,#Other,Number,other_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14532,ELA #Test Takers,Number,ela_test_takers,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14533,%ELL French,Text,ell_french_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14534,%White ,Number,white_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14535,%ELL Chinese,Text,ell_chinese_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14536,%ELL Haitian Creole,Text,ell_haitian_creole_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14537,ELA %Level 4,Text,ela_level_4_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14538,Math #Test Takers,Number,math_test_takers,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14539,%ELL Russian,Text,ell_russian_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14540,ELA %Level 1,Number,ela_level_1_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14541,Total Enrollment,Number,total_enrollment,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14542,#Grade 2,Number,grade_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14543,%ELL Arabic,Number,ell_arabic_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14544,#Grade 3,Number,grade_3,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14545,#ELL Korean,Text,ell_korean_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14546,%Other,Number,other_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14547,#Grade K,Number,grade_k,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14548,#Black,Number,black_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14549,ELA %L3+L4,Number,ela_l3_l4_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14550,ELA #Level 4,Text,ela_level_4_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14551,MATH #Level 2,Number,math_level_2_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14552,%ELL Other,Number,ell_other_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14553,#ELL Spanish ,Number,ell_spanish_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14554,#White,Number,white_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14555,ELA %Level 3,Text,ela_level_3_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14556,MATH %Level 1,Number,math_level_1_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14557,MATH #Level 3,Number,math_level_3_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14558,#Hispanic,Number,hispanic_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14559,Year,Text,year,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14560,ELA #Level 1,Number,ela_level_1_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14561,ELA #Level 3,Text,ela_level_3_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14562,MATH %Level 4,Number,math_level_4_2,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14563,#Female,Number,female_1,2015-2016 Demographic Data - Grades K-8 District,Department of Education (DOE)
14564,4 SUPERINTENDENT,Text,_4_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14565,31-44 SUPERINTENDENT,Text,_31_44_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14566,0 PRINCIPAL,Text,_0_principal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14567,4 PRINCIPAL,Text,_4_principal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14568,1 REMOVAL,Text,_1_removal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14569,LOCATION NAME,Text,location_name,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14570,1 PRINCIPAL,Text,_1_principal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14571,ADMINISTRATIVE DISTRICT,Number,administrative_district,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14572,4 REMOVAL,Text,_4_removal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14573,3 REMOVAL,Text,_3_removal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14574,90 SUPERINTENDENT,Text,_90_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14575,61-89 SUPERINTENDENT,Text,_61_89_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14576,DBN,Text,dbn,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14577,46-59 SUPERINTENDENT,Text,_46_59_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14578,5 PRINCIPAL,Text,_5_principal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14579,2 PRINCIPAL,Text,_2_principal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14580,3 PRINCIPAL,Text,_3_principal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14581,5 SUPERINTENDENT,Text,_5_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14582,45 SUPERINTENDENT,Text,_45_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14583,0 SUPERINTENDENT,Text,_0_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14584,180 SUPERINTENDENT,Text,_180_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14585,LOCATION CATEGORY,Text,location_category,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14586,2 SUPERINTENDENT,Text,_2_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14587,60 SUPERINTENDENT,Text,_60_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14588,11-29 SUPERINTENDENT,Text,_11_29_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14589,Awaiting Hearing or MDR SUPERINTENDENT,Text,awaiting_hearing_or_mdr_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14590,SY1617 TOTAL REMOVALS/SUSPENSIONS,Text,sy1617_total_removals_suspensions,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14591,3 SUPERINTENDENT,Text,_3_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14592,30 SUPERINTENDENT,Text,_30_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14593,2 REMOVAL,Text,_2_removal,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14594,6-10 SUPERINTENDENT,Text,_6_10_superintendent,2016-2017 Student Discipline Annual Report - LENGTH IN DAYS,Department of Education (DOE)
14595,"Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Number,intimidation_harassment_menacing_or_bullying_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14596,Forcible Sex Offenses With Weapon(s),Number,forcible_sex_offenses_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14597,Minor Altercations Without Weapon(s),Number,minor_altercations_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14598,Alcohol Possession,Number,alcohol_possession,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14599,Weapon Possession Under Other Circumstances,Number,weapon_possession_under_other_circumstances,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14600,Weapon PossessionThrough Screening,Number,weapon_possessionthrough_screening,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14601,BEDS Code,Text,beds_code,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14602,Reckless Endangerment With Weapon(s),Number,reckless_endangerment_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14603,Kidnapping With Weapon(s),Number,kidnapping_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14604,Kidnapping Without Weapon(s),Number,kidnapping_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14605,Arson With Weapon(s),Number,arson_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14606,Assault With Serious Physical Injury Without Weapon(s),Number,assault_with_serious_physical_injury_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14607,Robbery With Weapon(s),Number,robbery_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14608,Assault with Physical Injury Without Weapon(s),Number,assault_with_physical_injury_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14609,Criminal Mischief Without Weapon(s),Number,criminal_mischief_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14610,Burglary With Weapon(s),Number,burglary_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14611,Grade Organization,Text,grade_organization,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14612,School Name,Text,school_name,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14613,Bomb Threat,Number,bomb_threat,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14614,Forcible Sex Offenses Without Weapon(s),Number,forcible_sex_offenses_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14615,Riot Without Weapon(s),Number,riot_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14616,County,Text,county,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14617,School Type,Text,school_type,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14618,Enrollment,Text,enrollment,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14619,Homicide Without Weapon(s),Number,homicide_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14620,"Larceny, or Other Theft With Weapon(s)",Number,larceny_or_other_theft_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14621,School year,Text,school_year,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14622,Riot With Weapon(s),Number,riot_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14623,Other Disruptive,Number,other_disruptive,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14624,Other Sex Offenses Without Weapon(s),Number,other_sex_offenses_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14625,Need/Resource Category,Text,need_resource_category,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14626,Assault with Physical Injury With Weapon(s),Number,assault_with_physical_injury_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14627,"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)",Number,intimidation_harassment_menacing_or_bullying_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14628,Minor Altercations With Weapon(s),Number,minor_altercations_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14629,District,Text,district,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14630,Assault With Serious Physical Injury With Weapon(s),Number,assault_with_serious_physical_injury_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14631,Drug Possession,Number,drug_possession,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14632,False Alarm,Number,false_alarm,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14633,Robbery Without Weapon(s),Number,robbery_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14634,Homicide With Weapon(s),Number,homicide_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14635,Other Sex Offenses With Weapon(s),Number,other_sex_offenses_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14636,Reckless Endangerment Without Weapon(s),Number,reckless_endangerment_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14637,Burglary Without Weapon(s),Number,burglary_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14638,Criminal Mischief With Weapon(s),Number,criminal_mischief_with_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14639,"Larceny, or Other Theft Without Weapon(s)",Number,larceny_or_other_theft_without_weapon_s,2010-2011 VADIR INCIDENTS,Department of Education (DOE)
14640,STH STUDENTS With 2 or More Suspensions or Removals,Text,sth_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - STH,Department of Education (DOE)
14641,LOCATION CATEGORY,Text,location_category,2015-16 Multiple Removals - STH,Department of Education (DOE)
14642,DBN,Text,dbn,2015-16 Multiple Removals - STH,Department of Education (DOE)
14643,LOCATION NAME,Text,location_name,2015-16 Multiple Removals - STH,Department of Education (DOE)
14644,ADMINISTRATIVE DISTRICT,Number,administrative_district,2015-16 Multiple Removals - STH,Department of Education (DOE)
14645,NON-STH STUDENTS With 2 or More Suspensions or Removals,Text,non_sth_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - STH,Department of Education (DOE)
14646,TOTAL STUDENTS With 2 or More Suspensions or Removals,Text,total_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - STH,Department of Education (DOE)
14647,School Name,Text,school_name,2016 Public Data File Parent,Department of Education (DOE)
14648,DBN,Text,dbn,2016 Public Data File Parent,Department of Education (DOE)
14649,Total Teacher Response Rate,Number,total_teacher_response_rate,2016 Public Data File Parent,Department of Education (DOE)
14650,"Total Parent 
Response Rate",Number,total_parent_response_rate,2016 Public Data File Parent,Department of Education (DOE)
14651,Total Student Response Rate,Text,total_student_response_rate,2016 Public Data File Parent,Department of Education (DOE)
14652,Number of Students,Number,number_of_students,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14653,Subject,Text,subject,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14654,Minimum Class Size,Text,minimum_class_size,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14655,Average Class Size,Number,average_class_size,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14656,Department,Text,department,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14657,Program Type,Text,program_type,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14658,Grade Level,Text,grade_level,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14659,School Name,Text,school_name,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14660,DBN,Text,dbn,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14661,Maximum Class Size,Text,maximum_class_size,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14662,Number of Classes,Number,number_of_classes,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE)
14663,Age 18 %,Text,age_18_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14664,Age 12 #,Text,age_12_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14665,Age 18 #,Text,age_18_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14666,Age 11 %,Text,age_11_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14667,Age 13 #,Text,age_13_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14668,Age >=21 #,Text,age_21_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14669,Age 16 #,Text,age_16_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14670,Age <=10 #,Text,age_10_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14671,Age 12 %,Text,age_12_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14672,Category Values,Text,category_values,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14673,Age 19 %,Text,age_19_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14674,Age 15 %,Text,age_15_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14675,Age 17 #,Text,age_17_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14676,Age <=10 %,Text,age_10_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14677,Age 19 #,Text,age_19_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14678,Age 16 %,Text,age_16_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14679,Total %,Text,total_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14680,Age 20 #,Text,age_20_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14681,Age 17 %,Text,age_17_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14682,Age 11 #,Text,age_11_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14683,DBN,Text,dbn,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14684,Age 20 %,Text,age_20_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14685,Total  #,Text,total_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14686,Category Type,Text,category_type,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14687,Age 14 %,Text,age_14_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14688,Age 15 #,Text,age_15_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14689,Age 13 %,Text,age_13_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14690,Age 14 #,Text,age_14_1,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14691,Age >=21 %,Text,age_21_2,2015 - 2016 School Closure Discharge By Age,Department of Education (DOE)
14692,Level3_N,Text,level3_n,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14693,Level3_%,Text,level3_,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14694,Level3+4_N,Text,level3_4_n,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14695,Level3+4_%,Text,level3_4_,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14696,Level4_N,Text,level4_n,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14697,Level4_%,Text,level4_,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14698,district,Text,district,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14699,Year,Text,year,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14700,Category,Text,category,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14701,Number Tested,Text,number_tested,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14702,Mean Scale Score,Text,mean_scale_score,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14703,Level1_N,Text,level1_n,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14704,Level1_%,Text,level1_,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14705,Level2_N,Text,level2_n,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14706,Grade,Text,grade,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14707,Level2_%,Text,level2_,2013-2017 District Math Results - EvELL,Department of Education (DOE)
14708,Local #,Number,local,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14709,SACC (IEP Diploma) #,Number,sacc_iep_diploma,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14710,Total Grads #,Number,total_grads,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14711,Still Enrolled #,Number,still_enrolled,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14712,Cohort,Text,cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14713,Total Regents % of grads,Number,total_regents_of_grads,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14714,Regents without Advanced % of cohort,Number,regents_without_advanced_1,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14715,Regents without Advanced #,Number,regents_without_advanced,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14716,Total Regents #,Number,total_regents,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14717,Cohort #,Number,cohort_1,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14718,Cohort Year,Number,cohort_year,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14719,Total Grads % of cohort,Number,total_grads_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14720,Total Regents % of cohort,Number,total_regents_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14721,Advanced Regents % of cohort,Number,advanced_regents_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14722,Advanced Regents % of grads,Number,advanced_regents_of_grads,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14723,Regents without Advanced % of grads,Number,regents_without_advanced_2,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14724,Local % of grads,Number,local_of_grads,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14725,Still Enrolled % of cohort,Number,still_enrolled_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14726,Dropout #,Number,dropout,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14727,Dropout % of cohort,Number,dropout_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14728,SACC (IEP Diploma)  % of cohort,Number,sacc_iep_diploma_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14729,TASC (GED) #,Number,tasc_ged,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14730,TASC (GED) % of cohort,Number,tasc_ged_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14731,Borough,Text,borough,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14732,Category,Text,category,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14733,Advanced Regents #,Number,advanced_regents,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14734,Local % of cohort,Number,local_of_cohort,"2001- 2013 Graduation Outcomes Borough- ALL STUDENTS,SWD,GENDER,ELL,ETHNICITY,EVER ELL",Department of Education (DOE)
14735,Year,Text,year,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14736,Level3+4_%,Text,level3_4_,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14737,Level3+4_N,Text,level3_4_n,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14738,Level4_%,Text,level4_,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14739,Level4_N,Text,level4_n,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14740,Level3_%,Text,level3_,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14741,Level3_N,Text,level3_n,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14742,Level2_%,Text,level2_,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14743,Level2_N,Text,level2_n,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14744,Level1_%,Text,level1_,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14745,Level1_N,Text,level1_n,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14746,Number Tested,Text,number_tested,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14747,Mean Scale Score,Text,mean_scale_score,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14748,Borough,Text,borough,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14749,Grade,Text,grade,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14750,Category,Text,category,2013-2017 Borough ELA Results - Economic,Department of Education (DOE)
14751,School Name,Text,school_name,2015-2016 Physical Education - PE Space - Supplemental Programs,Department of Education (DOE)
14752,DBN,Text,dbn,2015-2016 Physical Education - PE Space - Supplemental Programs,Department of Education (DOE)
